regime,Vb_n,Vb_next
timer,15.1479,15.8426
timer,15.8426,15.3843
timer,15.3843,16.7567
timer,16.7567,20.4756
timer,20.4756,22.0802
timer,22.0802,20.1151
timer,20.1151,19.4711
timer,19.4711,21.8576
timer,21.8576,24.3384
timer,24.3384,24.1184
timer,24.1184,24.0401
timer,24.0401,20.0937
timer,20.0937,21.4299
timer,21.4299,21.5625
timer,21.5625,22.9627
timer,22.9627,20.6052
timer,20.6052,19.9369
timer,19.9369,17.7707
timer,17.7707,20.2173
timer,20.2173,22.2696
timer,22.2696,20.9053
timer,20.9053,19.0376
timer,19.0376,19.1676
timer,19.1676,20.8032
timer,20.8032,18.5040
timer,18.5040,16.9510
timer,16.9510,16.0501
timer,16.0501,16.2426
timer,16.2426,17.2044
timer,17.2044,20.0702
timer,20.0702,18.7041
timer,18.7041,18.7943
timer,18.7943,17.2778
timer,17.2778,17.5849
timer,17.5849,19.4712
timer,19.4712,16.9602
timer,16.9602,14.1528
timer,14.1528,16.6422
timer,16.6422,17.6287
timer,17.6287,19.8120
timer,19.8120,19.0195
timer,19.0195,20.3531
timer,20.3531,17.2950
timer,17.2950,15.9421
timer,15.9421,14.5949
timer,14.5949,14.2916
timer,14.2916,15.0110
timer,15.0110,14.6233
timer,14.6233,17.3729
timer,17.3729,20.2109
timer,20.2109,25.1881
timer,25.1881,23.6154
timer,23.6154,20.7217
timer,20.7217,18.4213
timer,18.4213,22.3665
timer,22.3665,16.3795
timer,16.3795,10.6073
timer,10.6073,11.8397
timer,11.8397,14.9442
timer,14.9442,15.6085
timer,15.6085,17.9242
timer,17.9242,20.2725
timer,20.2725,18.6297
timer,18.6297,18.9727
timer,18.9727,20.0997
timer,20.0997,20.7796
timer,20.7796,19.8225
timer,19.8225,21.1847
timer,21.1847,17.8645
timer,17.8645,20.9082
timer,20.9082,22.2160
timer,22.2160,21.6153
timer,21.6153,22.6017
timer,22.6017,22.2181
timer,22.2181,22.5717
timer,22.5717,16.4249
timer,16.4249,17.0226
timer,17.0226,11.8971
timer,11.8971,14.1221
timer,14.1221,12.4991
timer,12.4991,11.7775
timer,11.7775,16.5014
timer,16.5014,19.2482
timer,19.2482,20.6233
timer,20.6233,15.5192
timer,15.5192,16.0661
timer,16.0661,16.4863
timer,16.4863,16.7139
timer,16.7139,17.6683
timer,17.6683,19.2454
timer,19.2454,21.9386
timer,21.9386,15.6151
timer,15.6151,16.4128
timer,16.4128,13.0469
timer,13.0469,12.8047
timer,12.8047,14.7497
timer,14.7497,15.5527
timer,15.5527,21.2331
timer,21.2331,18.2311
timer,18.2311,20.3180
timer,20.3180,17.2210
timer,17.2210,16.7756
timer,16.7756,17.7226
timer,17.7226,16.1723
timer,16.1723,17.7817
timer,17.7817,16.3625
timer,16.3625,16.9009
timer,16.9009,17.8888
timer,17.8888,16.5492
timer,16.5492,17.8217
timer,17.8217,17.5034
timer,17.5034,18.3513
timer,18.3513,20.2264
timer,20.2264,19.5883
timer,19.5883,19.8714
timer,19.8714,22.7492
timer,22.7492,24.3982
timer,24.3982,23.5549
timer,23.5549,22.5324
timer,22.5324,25.3810
timer,25.3810,25.0404
timer,25.0404,27.7901
timer,27.7901,25.1015
timer,25.1015,33.0322
timer,33.0322,34.5959
timer,34.5959,34.4131
timer,34.4131,23.3343
timer,23.3343,22.1556
timer,22.1556,19.7627
timer,19.7627,20.7312
timer,20.7312,19.0526
timer,19.0526,20.8318
timer,20.8318,19.7199
timer,19.7199,17.8947
timer,17.8947,16.8871
timer,16.8871,17.9221
timer,17.9221,16.4077
timer,16.4077,18.6225
timer,18.6225,17.8186
timer,17.8186,18.8881
timer,18.8881,18.3120
timer,18.3120,21.1185
timer,21.1185,27.5157
timer,27.5157,26.4055
timer,26.4055,26.3375
timer,26.3375,28.7511
timer,28.7511,26.0443
timer,26.0443,22.8638
timer,22.8638,24.8128
timer,24.8128,24.7491
timer,24.7491,22.0591
timer,22.0591,24.9805
timer,24.9805,20.8941
timer,20.8941,21.1347
timer,21.1347,20.7620
timer,20.7620,19.1656
timer,19.1656,15.0995
timer,15.0995,15.1230
timer,15.1230,14.1541
timer,14.1541,16.8165
timer,16.8165,19.0818
timer,19.0818,15.7946
timer,15.7946,18.9825
timer,18.9825,20.2526
timer,20.2526,17.0616
timer,17.0616,16.5749
timer,16.5749,18.5760
timer,18.5760,20.4610
timer,20.4610,21.6813
timer,21.6813,21.5869
timer,21.5869,21.6268
timer,21.6268,18.6963
timer,18.6963,19.2955
timer,19.2955,19.7487
timer,19.7487,22.9256
timer,22.9256,16.8674
timer,16.8674,18.1608
timer,18.1608,16.9590
timer,16.9590,21.7593
timer,21.7593,21.3443
timer,21.3443,22.3194
timer,22.3194,22.7263
timer,22.7263,24.7102
timer,24.7102,26.0098
timer,26.0098,27.9079
timer,27.9079,25.8826
timer,25.8826,22.8245
timer,22.8245,23.5814
timer,23.5814,21.6032
timer,21.6032,21.0604
timer,21.0604,20.1370
timer,20.1370,21.7841
timer,21.7841,22.3180
timer,22.3180,23.5996
timer,23.5996,22.3714
timer,22.3714,17.9498
timer,17.9498,14.8867
timer,14.8867,16.6153
timer,16.6153,18.2265
timer,18.2265,17.6415
timer,17.6415,15.1469
timer,15.1469,11.8818
timer,11.8818,9.3118
timer,9.3118,12.2377
timer,12.2377,12.7101
timer,12.7101,16.1549
timer,16.1549,15.8155
timer,15.8155,15.8845
timer,15.8845,15.7786
timer,15.7786,17.5699
timer,17.5699,15.9792
timer,15.9792,20.0518
timer,20.0518,22.7555
timer,22.7555,22.2986
timer,22.2986,15.7702
timer,15.7702,13.3465
timer,13.3465,15.5853
timer,15.5853,17.3412
timer,17.3412,19.1348
timer,19.1348,18.0649
timer,18.0649,19.1401
timer,19.1401,18.6595
timer,18.6595,16.1408
timer,16.1408,18.1888
timer,18.1888,19.0407
timer,19.0407,23.8709
timer,23.8709,24.0453
timer,24.0453,24.6132
timer,24.6132,15.1579
timer,15.1579,14.5324
timer,14.5324,15.6719
timer,15.6719,10.1869
timer,10.1869,11.8946
timer,11.8946,11.9335
timer,11.9335,13.6137
timer,13.6137,16.1603
timer,16.1603,16.0979
timer,16.0979,18.9557
timer,18.9557,17.2429
timer,17.2429,17.2787
timer,17.2787,14.2648
timer,14.2648,17.8613
timer,17.8613,14.6402
timer,14.6402,16.1601
timer,16.1601,16.1068
timer,16.1068,13.4078
timer,13.4078,13.8055
timer,13.8055,16.5406
timer,16.5406,13.0220
timer,13.0220,11.9910
timer,11.9910,14.2411
timer,14.2411,16.2845
timer,16.2845,16.7101
timer,16.7101,21.1562
timer,21.1562,15.6117
timer,15.6117,16.9803
timer,16.9803,18.0612
timer,18.0612,24.5238
timer,24.5238,23.4858
timer,23.4858,18.4836
timer,18.4836,17.8407
timer,17.8407,16.6975
timer,16.6975,15.5741
timer,15.5741,21.0247
timer,21.0247,15.9330
timer,15.9330,15.9712
timer,15.9712,21.6224
timer,21.6224,23.8949
timer,23.8949,23.8404
timer,23.8404,21.2473
timer,21.2473,19.6159
timer,19.6159,23.8632
timer,23.8632,18.2227
timer,18.2227,17.8088
timer,17.8088,23.4710
timer,23.4710,21.5860
timer,21.5860,27.2142
timer,27.2142,27.4598
timer,27.4598,24.1861
timer,24.1861,23.4357
timer,23.4357,23.9465
timer,23.9465,23.2088
timer,23.2088,26.8288
timer,26.8288,25.5923
timer,25.5923,25.0233
timer,25.0233,21.9921
timer,21.9921,24.8749
timer,24.8749,24.8827
timer,24.8827,27.1061
timer,27.1061,19.7100
timer,19.7100,19.2072
timer,19.2072,22.7197
timer,22.7197,26.0974
timer,26.0974,21.8919
timer,21.8919,15.2874
timer,15.2874,14.1709
timer,14.1709,17.0721
timer,17.0721,18.0054
timer,18.0054,17.1018
timer,17.1018,14.3091
timer,14.3091,16.1279
timer,16.1279,13.7808
timer,13.7808,13.3451
timer,13.3451,16.9403
timer,16.9403,15.5762
timer,15.5762,18.1819
timer,18.1819,20.1113
timer,20.1113,17.9014
timer,17.9014,18.5826
timer,18.5826,16.4916
timer,16.4916,17.6301
timer,17.6301,16.1729
timer,16.1729,20.8452
timer,20.8452,21.7420
timer,21.7420,25.5205
timer,25.5205,27.5960
timer,27.5960,29.0018
timer,29.0018,26.0689
timer,26.0689,21.5524
timer,21.5524,18.2197
timer,18.2197,17.5636
timer,17.5636,14.8899
timer,14.8899,16.3749
timer,16.3749,17.3014
timer,17.3014,14.3211
timer,14.3211,15.5451
timer,15.5451,18.1988
timer,18.1988,20.9089
timer,20.9089,18.5930
timer,18.5930,19.8536
timer,19.8536,16.9649
timer,16.9649,14.8401
timer,14.8401,18.6121
timer,18.6121,19.1439
timer,19.1439,17.3457
timer,17.3457,17.4418
timer,17.4418,17.1629
timer,17.1629,19.4786
timer,19.4786,17.6591
timer,17.6591,15.1349
timer,15.1349,16.2394
timer,16.2394,17.7755
timer,17.7755,15.6628
timer,15.6628,14.7699
timer,14.7699,15.8922
timer,15.8922,16.3117
timer,16.3117,14.5414
timer,14.5414,14.3912
timer,14.3912,16.7616
timer,16.7616,19.3252
timer,19.3252,17.4688
timer,17.4688,21.0036
timer,21.0036,17.5556
timer,17.5556,15.4381
timer,15.4381,18.9313
timer,18.9313,17.7896
timer,17.7896,21.0673
timer,21.0673,23.3100
timer,23.3100,22.3904
timer,22.3904,21.0478
timer,21.0478,23.7595
timer,23.7595,29.1999
timer,29.1999,32.6486
timer,32.6486,29.2038
timer,29.2038,29.0912
timer,29.0912,32.0699
timer,32.0699,26.7027
timer,26.7027,23.5701
timer,23.5701,21.0661
timer,21.0661,24.9458
timer,24.9458,21.9220
timer,21.9220,22.7486
timer,22.7486,25.9957
timer,25.9957,22.9775
timer,22.9775,21.4049
timer,21.4049,19.6051
timer,19.6051,21.6219
timer,21.6219,19.9010
timer,19.9010,20.1611
timer,20.1611,17.6526
timer,17.6526,19.8512
timer,19.8512,17.6698
timer,17.6698,17.7136
timer,17.7136,20.0003
timer,20.0003,21.3880
timer,21.3880,27.7133
timer,27.7133,28.7567
timer,28.7567,24.9257
timer,24.9257,18.4787
timer,18.4787,20.5830
timer,20.5830,20.6836
timer,20.6836,20.0909
timer,20.0909,15.8478
timer,15.8478,19.1743
timer,19.1743,18.8701
timer,18.8701,19.8424
timer,19.8424,19.5685
timer,19.5685,21.7352
timer,21.7352,20.3904
timer,20.3904,21.4074
timer,21.4074,21.1056
timer,21.1056,22.0886
timer,22.0886,19.2574
timer,19.2574,19.8586
timer,19.8586,17.8039
timer,17.8039,17.5950
timer,17.5950,21.2108
timer,21.2108,22.4588
timer,22.4588,24.0055
timer,24.0055,28.6507
timer,28.6507,30.1249
timer,30.1249,25.0121
timer,25.0121,24.0850
timer,24.0850,20.3675
timer,20.3675,22.8202
timer,22.8202,25.3017
timer,25.3017,22.6491
timer,22.6491,20.8363
timer,20.8363,22.3531
timer,22.3531,15.0315
timer,15.0315,17.6308
timer,17.6308,18.0816
timer,18.0816,21.7567
timer,21.7567,26.2259
timer,26.2259,23.3288
timer,23.3288,17.0513
timer,17.0513,16.6661
timer,16.6661,16.7434
timer,16.7434,18.0589
timer,18.0589,19.8000
timer,19.8000,18.4441
timer,18.4441,19.0631
timer,19.0631,18.0448
timer,18.0448,20.6743
timer,20.6743,21.0947
timer,21.0947,20.4371
timer,20.4371,20.6571
timer,20.6571,21.3150
timer,21.3150,20.7191
timer,20.7191,18.4179
timer,18.4179,16.0010
timer,16.0010,15.6261
timer,15.6261,14.6605
timer,14.6605,16.6353
timer,16.6353,15.7713
timer,15.7713,14.8517
timer,14.8517,19.4159
timer,19.4159,23.0637
timer,23.0637,26.0864
timer,26.0864,25.5564
timer,25.5564,26.9848
timer,26.9848,26.3268
timer,26.3268,20.7240
timer,20.7240,22.5863
timer,22.5863,25.4945
timer,25.4945,27.9118
timer,27.9118,29.9356
timer,29.9356,26.9270
timer,26.9270,23.8155
timer,23.8155,24.2183
timer,24.2183,24.0460
timer,24.0460,25.4805
timer,25.4805,27.9034
timer,27.9034,25.6813
timer,25.6813,28.4070
timer,28.4070,25.9145
timer,25.9145,27.7417
timer,27.7417,25.4268
